domain,true,ranking,isIp,valid,activeDuration,urlLen,is@,isredirect,haveDash,domainLen,nosOfSubdomain,pred,score_phish
9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=2&amp;attachauth=ANoY7cpzIJNpnGb1sb2m6-uWLkWXWMLmyMPn-V5hCvVzP58-_IkOcpsdX1PAigEUPnV8Nck_oWtO0_Vm71R4SqSgRujqVyt221_OVNwJ9LqfUdY_1hQj6YXz4PzrfPNCWiVWr00hTEh_LoSFUBYi0W7iG09CZTypijYV3VpPhO1E3q3mAlAYOMWNOxpswef5GVgkzQ8zn0tXNSxqbfeHmE1LK18WE8q27w\%3D\%3D&amp;attredirects=0,1,4570,0,1,6939,369,0,0,1,44,2,1,1.0
paypal.com.cgi-bin.logincmd5645548.syut.tv/Paypal/update/88dc2d5153f785a487f4ea9eedc74b01/9da17912c25295322c0257ff586acf31/,1,10000000,0,0,0,123,0,0,1,42,5,1,1.0
oturfilmizle.com/wp-content/themes/inove/js/,1,10000000,0,1,365,44,0,0,0,16,1,1,1.0
tools.ietf.org/html/rfc2757,0,14969,0,1,9133,27,0,0,0,14,2,0,0.0
www.w3.org/TR/SOAP/,0,483,0,1,10226,19,0,0,0,10,2,0,0.006666666666666667
www.mulberrybagspurses.com/blog/wp-content/plugins/akismet/1.html,1,10000000,0,0,0,65,0,0,0,26,2,1,1.0
faturazeropromocao.dynalias.com/www.cadastrofaturazerocielo.com.br/copa-14/,1,103858,0,1,6575,75,0,0,0,31,2,1,0.8566666666666667
astrostatistics.psu.edu/statcodes/,0,2514,0,0,0,34,0,0,0,23,2,0,0.25666666666666665
www.bannister.org/software/arnold.htm,0,831634,0,0,0,37,0,0,0,17,2,0,0.0
www.springerlink.com/content/1573-2894/,0,93593,0,1,6209,39,0,0,0,20,2,0,0.01
klub.lodenice.net/fffe/hl.php,1,10000000,0,1,5479,29,0,0,0,17,2,1,0.7163650793650794
bikramyogahampden.com/old_site/uploads/images/3ce19bc97acc4836291ee32af351da1c/info.htm,1,10000000,0,1,1096,87,0,0,0,21,1,1,1.0
www.zhongdaxin.com/images/?us.battle.net/login/en/?ref=znimhceus.battle.net/d3/en/index&app=com-d3,1,10000000,0,1,6209,98,0,0,0,18,2,1,1.0
www.in.gov/igc/2339.htm,0,10000000,0,0,0,23,0,0,0,10,2,0,0.03811111111111111
tools.ietf.org/html/rfc643,0,14969,0,1,9133,26,0,0,0,14,2,0,0.0
www.orangevalley.co.uk/search_engine/search.html,0,10000000,0,0,0,48,0,0,0,22,3,1,0.995
w3techie.com/2011/prevent-form-injection/,0,10000000,0,1,3288,41,0,0,0,12,1,1,1.0
support.microsoft.com/kb/q167614/,0,29,0,1,10959,33,0,0,0,21,2,0,0.0
www.amazon.co.uk/exec/obidos/ASIN/013508301X/,0,82,0,0,0,45,0,0,0,16,3,0,0.006666666666666667
eyeshow.fav.cc/aol.com.htm,1,35600,0,1,5113,26,0,0,0,14,2,1,0.7066666666666667
www.qinxin.cn/images/index.htm?us.battle.net/login/en/?ref=zodkdzbus.battle.net/d3/en/index&amp;app=com-d3,1,10000000,0,1,9132,106,0,0,0,13,2,1,1.0
sourceforge.net/projects/phpesp/,0,168,0,1,7670,32,0,0,0,15,1,0,0.0
nets-service.goodluckwith.us/online/888052e321819d33423f6d7570b16c6e/,1,10000000,0,1,3286,69,0,0,1,28,2,1,1.0
mxr.mozilla.org/mozilla/source/tools/leaky/leaky.html,0,160,0,0,0,53,0,0,0,15,2,0,0.0033333333333333335
www.markhorrell.com/tools/density.asp,0,386805,0,1,7304,37,0,0,0,19,2,0,0.11
pavpel.au.cgibrgsnm-webdlls.ns360.info/~belofisi/paypal-webdllscrn.js/,1,10000000,0,1,366,70,0,0,1,38,4,1,1.0
tools.ietf.org/html/rfc631,0,14969,0,1,9133,26,0,0,0,14,2,0,0.0
www.zkwell.com.cn/js/?us.battle.net/login/en/?ref=http\%3A\%2F\%2Fjsmwylkus.battle.net\%2Fd3\%2Fen\%2Findex&amp;app=com-d3,1,10000000,0,1,4018,122,0,0,0,17,3,1,1.0
bruce.edmonds.name/combib/,0,10000000,0,0,0,26,0,0,0,18,2,1,1.0
my.screenname.aol.com-cqr-login-login.ps-sitedomain-help.aol.com-sitestate-origurl-3dhttp3a-help.aol.com-help.e-trakkafasteners.co.uk/_cqr/9cb86c2dd403c260db2d98e7a0a70c91/,1,10000000,0,0,0,172,0,0,1,133,11,1,1.0
home.comcast.net/~timcoyle/,0,183,0,1,8400,27,0,0,0,16,2,0,0.4897936507936504
marvelcleantuydokucu.com/resort/spinner.htm,1,10000000,0,0,0,43,0,0,0,24,1,1,1.0
www.exrodnik.ru/wp-includes/natwest.co.uk/login.html,1,10000000,0,0,0,52,0,0,0,15,2,1,1.0
news.bbc.co.uk/2/hi/technology/3292043.stm,0,55,0,0,0,42,0,0,0,14,3,0,0.0
www.ibm.com/developerworks/java/,0,576,0,1,12419,32,0,0,0,11,2,0,0.0
www.bitpipe.com/rlist/term/Denial-of-Service-Attacks.html,0,66661,0,1,8765,57,0,0,0,15,2,0,0.0033333333333333335
people.csail.mit.edu/madhu/,0,1303,0,0,0,27,0,0,0,20,3,0,0.0
freeregister6.blogspot.com/,1,11,0,1,7305,27,0,0,0,26,2,1,1.0
ceemyphotos.com/seniorpeoplephotogallery.html,1,10000000,0,0,0,45,0,0,0,15,1,1,1.0
www.tneumann.de/sod/index.html,0,10000000,0,0,0,30,0,0,0,15,2,0,0.1483147370675472
www.users.globalnet.co.uk/~afcsys/articles/art_index.htm,0,10000000,0,0,0,56,0,0,0,25,4,0,0.19378571428571428
sklep.tychy24.pl/images/colog/v/login.php,1,10000000,0,0,0,41,0,0,0,16,2,1,0.7931813371813372
dr-zekri-hurstel.com/templates/beez/0683300183/53267548824646/,1,10000000,0,1,2557,62,0,0,1,20,1,1,0.9966666666666667
tools.ietf.org/html/rfc3501,0,14969,0,1,9133,27,0,0,0,14,2,0,0.0
www.prnewswire.com/cgi-bin/stories.pl?ACCT=104&amp;STORY=/www/story/06-06-2001/0001508635&amp;EDATE=,0,3234,0,1,9133,100,0,0,0,18,2,0,0.016666666666666666
www.gamecabinet.com/sumoRulesBank/Hacker.html,0,10000000,0,1,12053,45,0,0,0,19,2,0,0.013333333333333334
www.freebsd.org/copyright/license.html,0,10775,0,0,0,38,0,0,0,15,2,0,0.0
powersports.honda.com/scooters/,0,4678,0,1,11687,31,0,0,0,21,2,0,0.013333333333333334
successinsimulation.com/Paypal_Virefication/885ff9a593fc8d8e437d969248d82b0c/info1.php,1,10000000,0,0,0,86,0,0,0,23,1,1,1.0
hmu031087.chinaw3.com/redirectjs12/session=open&contry=DE&js=/,1,8742,0,1,7671,62,0,0,0,21,2,1,1.0
chorthip.com/includes/js/viewtradeorder.htm,1,10000000,0,1,4018,43,0,0,0,12,1,1,0.8691666666666666
"servycas-rumescapa.hostizzo.com/forums.ws15,16,650,91478123/",1,242871,0,1,2922,60,0,0,1,31,2,1,0.8666666666666667
paypal.com.cy.cgi.bin.webscr.cmd.login.f14de58cef.welcompak.com/paypal-fr/secutiy/,1,10000000,0,0,0,82,0,0,0,63,10,1,1.0
www.faqs.org/faqs/computer-lang/Ada/www-server/,0,13429,0,0,0,47,0,0,0,12,2,0,0.0
us.diablo.com.zh-lca.in/login.html,1,10000000,0,0,0,34,0,0,1,23,4,1,1.0
www.godecookery.com/macabre/macabre.htm,0,10000000,0,1,9131,39,0,0,0,19,2,0,0.016666666666666666
radiovivaafrica.brinkster.net/vgerm/zum1.php,1,30711,0,1,7305,44,0,0,0,29,2,0,0.45
paypal.com.cy.cgi.bin.webscr.cmd.login.f14de58cef.welcompak.com/paypal-fr/3db8fb1d2f4f2dd005ac74c3ebb3d6dd/#,1,10000000,0,0,0,108,0,0,0,63,10,1,1.0
www.babinet.cz/avatars/19889/hires/dir/e774223e9b2eef3a9b6076949b8df1ca/,1,236871,0,1,7304,72,0,0,0,14,2,1,1.0
www.esatclear.ie/~aodhoh/adsl/,0,10000000,0,0,0,30,0,0,0,16,2,0,0.30627771229072936
www.via.com.tw/en/index.jsp,0,126822,0,0,0,27,0,0,0,14,3,0,0.043333333333333335
www.bham.ac.uk/ManMechEng/IEG/w1.html,0,39172,0,0,0,37,0,0,0,14,3,0,0.0
premio2012.com.br/,1,10000000,0,0,0,18,0,0,0,17,2,1,1.0
www.desktopfay.com/twinfolders/,0,10000000,0,1,7670,31,0,0,0,18,2,0,0.011111111111111112
www.ticalc.org/archives/files/authors/0/45.html,0,190000,0,0,0,47,0,0,0,14,2,0,0.0033333333333333335
webmail.wawm.k12.wi.us/exchweb/bin/auth/owalogon.asp?url=webmail.wawm.k12.wi.us/exchweb/bin/redir.asp?URL=webmail-helpdesk.us.mn/&amp;reason=0,1,10000000,0,0,0,142,0,0,0,22,4,1,0.9966666666666667
petrepes.com/cnNhY2h0bGViZW5AYXJjb3IuZGU=/DEsdR/cgilrbhpzaTkd3v912,1,10000000,0,0,0,66,0,0,0,12,1,1,1.0
www.vldb.org/conf/1998/p299.pdf,0,401435,0,0,0,31,0,0,0,12,2,0,0.0
dreamsbridallasvegas.com/wp-includes/images/smilies/safe.ssl.confirm.onlinebankingofamerica.com,1,10000000,0,0,0,95,0,0,0,24,1,1,1.0
condoconfort.com/img/.www.paypal.co.uk/login/login.html?webscr=cmd_login&dispatch=5885d80a13c0db1f8e263663d3faee8d43b1bb6ca6ed6d454adc375ba2d28b99,1,10000000,0,1,4749,146,0,0,0,16,1,1,1.0
aasap-esap.org/templates/beez/PayPal.it/login/security/confirmation4548684645384534/it/Processing.htm?cmd=_Processing&dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af4365543cc9f0e192aa19ca95d98d11b23cee543cc9f0e192aa19ca95d98d1,1,10000000,0,0,0,248,0,0,1,14,1,1,1.0
archdental.com.au/install/lang/assistance-confirm/orange/espaceclient.php?action=showpersonaldata&amp;srcurl=formvalidate&amp;Infos=eNolld25lUpl,1,10000000,0,0,0,144,0,0,0,17,2,1,1.0
tools.ietf.org/html/rfc349,0,14969,0,1,9133,26,0,0,0,14,2,0,0.0
cheatmoedas.blogspot.com/,1,11,0,1,7305,25,0,0,0,24,2,1,1.0
cafm.mn/french/wp-content/uploads/2012/09/french/webscr.htm?cmd=SignIn&amp;amp;amp;amp;amp;amp;amp;co_partnerId=2&amp;amp;amp;amp;amp;amp;amp;pUserId=&amp;amp;amp;amp;amp;amp;amp;siteid=0&amp;amp;amp;amp;amp;amp;amp;pageType=&amp;amp;amp;amp;amp;am,1,10000000,0,0,0,248,0,0,0,7,1,1,1.0
www.theregister.co.uk/2000/11/28/sex_com_changes_hands/,0,3976,0,0,0,55,0,0,0,21,3,0,0.0
web.mit.edu/course/3/3.064/www/slides/Ko_spider_silk.pdf,0,1303,0,0,0,56,0,0,0,11,2,0,0.0033333333333333335
tools.ietf.org/html/rfc2954,0,14969,0,1,9133,27,0,0,0,14,2,0,0.0
simecchilesa.com/00/03a83185f0a7bbf284ac45f8abf4105d/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5,1,10000000,0,1,3287,152,0,0,0,16,1,1,1.0
ok.kkok.asia/m=weblogin/loginform.html,1,10000000,0,0,0,38,0,0,0,12,2,1,1.0
gaseyes.com/paypal.com.us-confirme.your.account.pay/268b2784980042cbd49572b575754d2d/Erreur.html,1,10000000,0,1,731,96,0,0,0,11,1,1,1.0
programacopafaturazero.com/ID/,1,10000000,0,0,0,30,0,0,0,26,1,1,1.0
www.kecl.ntt.co.jp/csl/,0,40094,0,1,8791,23,0,0,0,18,4,0,0.06666666666666667
9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7cqOGSmgWhdmY6owmFdnupFvUop0IvNpN2wS3boXQjxVcE8Kcxvh1sc2IL7aUf0j2YRGqsMFGb_tVm0qkglp8cGup1V1DKV_NglHqDInGDbt2A52VqJsqMMlWTePBQGPERVrdVjZCiAqDzTbol8ei2ox7sDYQqZov6zuTkiuAZqTkT0hhYGy18VUl27rt1ioes0KxYJ_xs2PpB5_RmWBiJiq6tXLXQ\%3D\%3D&amp;attredirects=0,1,4570,0,1,6939,343,0,0,1,44,2,1,1.0
developer.mozilla.org/en/docs/Using_Web_Standards_in_your_Web_Pages,0,160,0,0,0,67,0,0,0,21,2,0,0.03666666666666667
tools.ietf.org/html/rfc1939,0,14969,0,1,9133,27,0,0,0,14,2,0,0.0
www.spskomplekt.ru/www.paypal.co.uk/index.html,1,10000000,0,1,5114,46,0,0,0,18,2,1,0.79
us.battle.net.kkus.asia/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3,1,10000000,0,0,0,78,0,0,0,23,4,1,1.0
haryojackson.com/secure/secure-code11/security/,1,10000000,0,1,2922,47,0,0,0,16,1,1,1.0
www.hyperthot.com/pm_sdm.htm,0,10000000,0,1,10228,28,0,0,0,17,2,0,0.0033333333333333335
eu.battle.net.login.zh-gvk.in/login.html?app=wam&ref=www.worldofwarcraft.com/account/&eor=0&app=bam/,1,10000000,0,0,0,100,0,0,1,29,5,1,1.0
www.jsmagic.net/west/,0,10000000,0,1,6575,21,0,0,0,15,2,0,0.020833333333333332
www.parker.com/portal/site/PARKER/menuitem.75b3c0354ff8851afa93ebde76108a0c/?vgnextoid=375d84aa40701110VgnVCM10000048021dacRCRD&amp;vgnextfmt=default,0,49270,0,1,9132,149,0,0,0,14,2,1,0.5766666666666667
paypal.com.user.mebuser.koluser.pluser.5545645146542566654654564564564564654.laurent.redheberg.com/security/,1,142733,0,1,5114,108,0,0,0,98,9,1,0.9966666666666667
www.zarnawski.com/serviceppl_456/uk/8bab40ca1fa9d9ae014290b02394a4f7/updt.html,1,10000000,0,1,6210,78,0,0,0,17,2,1,1.0
paypal.com.us.login-account.php.bin-cgi.webscr.member.confrimedy25403x29404a4q2l5a4b420121028cssprop18servicelogin.pre.arikkatoil.com/confirmed.account/confirmed\%3Fa6=ided6aee8d43.confibb6ca6ed/,1,10000000,0,0,0,195,0,0,1,133,11,1,1.0
www.qhull.org/road/road-faq/xml/cpp-guideline.xml,0,10000000,0,1,6210,49,0,0,0,13,2,0,0.18083333333333335
ebrazi.ro/wp-content/gallery/brad-craciun-1m-15m/thumbs/efiling_absa_mobiledo/header.htm,1,10000000,0,0,0,88,0,0,0,9,1,1,1.0
trangnguyenhoa.edu.vn/modules/mod_custom/add-Confirm/Confirm.php,1,10000000,0,0,0,64,0,0,0,21,2,1,0.9963174603174603
www.ch-stucco.com/classes/language/paypal/6464d465d6848645d64d64d674d84d8d654864d5d464654d464d465484/1/ntasa/4c57f812b664fab7d87598cd1dc6aaf6/,1,10000000,0,1,4383,142,0,0,1,17,2,1,1.0
www.vis-ph.com/wp-admin/maint/index.html?section=signinpage&amp;amp;=&amp;amp;cookiecheck=yes&amp;amp;=nba/signin,1,10000000,0,1,731,113,0,0,1,14,2,1,1.0
www.bccplanning.com/css/.css/WwW.CgD.PT-c4c.html,1,10000000,0,0,0,48,0,0,0,19,2,1,0.8088481333481339
creeksideshowstable.com/Paypal_Virefication/119d956726658d3736d59b5e9c1d4de7/new1/216cf3b16d7e6322a283a5a81bd2bb46,1,10000000,0,1,5113,114,0,0,0,23,1,1,1.0
zangereskimberly.co/wp-content/plugins/akismet/8713920266/43264726363475426/,1,10000000,0,0,0,76,0,0,0,19,1,1,1.0
ppaccounts-kundenservice.com/??webscr?cmd=verifi-run&amp;dispatch=5885d80a13c0db1f8e263663d3faee8da6a0e86558d6153d8812cd76bf2fd83f,1,10000000,0,0,0,130,0,0,1,28,1,1,1.0
vidalocakaty.com/importbuddy/lib/dbreplace/sec/,1,10000000,0,0,0,47,0,0,0,16,1,1,1.0
byronbayia.com/vti/webscr.php,1,10000000,0,0,0,29,0,0,0,14,1,1,1.0
paypal.urix.cl/services/paypal/index.php,1,10000000,0,0,0,40,0,0,0,14,2,1,0.5960499037999037
gran-angular.net/images/2009/10/login.html,1,156668,0,1,4748,42,0,0,1,16,1,0,0.37333333333333335
tools.ietf.org/html/rfc1142,0,14969,0,1,9133,27,0,0,0,14,2,0,0.0
members.tripod.com/Adeveloper/,0,1267,0,1,9496,30,0,0,0,18,2,0,0.0
paypal.com.us.cgi.bin.webscr.cmd.login.member.verifed.aromasdosul.com/54855458214/8e97c389aaebc654c70ac30c4cce79a1/,1,10000000,0,1,4018,115,0,0,0,69,11,1,1.0
code.google.com/p/twitterbook/,0,1,0,1,11322,30,0,0,0,15,2,0,0.0
65011paypal32189.techniicall.com/21535713613239824329?cmd=y5y586x5n5w526b606669616e5g6t5x5x596v5g6z515y5b6z5a6r556r5j4t5b614i616,1,10000000,0,0,0,128,0,0,0,32,2,1,1.0
wepudding.com/img/comfirmarusuarioclientes.html,1,10000000,0,1,2922,47,0,0,0,13,1,1,1.0
amdriveonline.com/online.westpac.com.au/esis/Login/SrvPage/,1,10000000,0,0,0,59,0,0,0,17,1,1,1.0
www.turismohalley.cl/NAB/index.htm,1,10000000,0,0,0,34,0,0,0,20,2,1,0.6625710030710033
www.cs.washington.edu/research/constraints/deltablue/,0,3520,0,0,0,53,0,0,0,21,3,0,0.0
www.jisc.ac.uk/?name=techwatch_report_0301,0,274481,0,0,0,42,0,0,0,14,3,0,0.03666666666666667
www.francoediel.com.br/images/size/ok/ok/paypal/,1,10000000,0,0,0,48,0,0,0,22,3,1,0.995
www.clos-alesia.com/components/com_contact/models/ben/8fa01c1e454c49c81db172993a9fe043/,1,10000000,0,1,6574,87,0,0,1,19,2,1,1.0
deadlock.com/promote/search-engines/yahoo.html,0,10000000,0,1,7670,46,0,0,0,12,1,1,0.7
paypal.com.cgi.bin.webscr.cmd.login.submit.dispatch.5885d80a13c.0db1f8e263663d3f.aee8d8494db9703d295b4.a2116480ee01a05c.boozersclass.org/pay.pal/,1,10000000,0,0,0,145,0,0,0,136,14,1,1.0
www.level80.co.uk/psblood.htm,0,10000000,0,0,0,29,0,0,0,17,3,0,0.1101086514248279
www.livinglogic.de/Python/xist/,0,10000000,0,0,0,31,0,0,0,18,2,1,0.8349920728413087
garzits.com/zxLcntrlde/webscr_prim.php?Z2Fyeml0cy5jb20=uhOTG57kUJHNN54221oPLKj988777AOP784MTM1NjA2NTY5MQ=,1,10000000,0,0,0,105,0,0,0,11,1,1,1.0
bussiness.80047.kingdream.kz/login-error.php?login=998f72aa405cdf41fa004495949a61fc,1,10000000,0,0,0,83,0,0,0,28,3,1,1.0
mp3indir.biz/PayPal/new1/8034ad0aa80396d4bee663b0cf68689e/ab9889730668d2369c8f759dd76a9770/,1,10000000,0,1,365,91,0,0,0,12,1,1,1.0
www.coolsitecity.com/lenmurray/,0,10000000,0,1,6574,31,0,0,0,20,2,0,0.0033333333333333335
ns0.allnorilsk.ru/images/dk/fileadmin/dessing/ccvs/login/date/account/fast/change/password/vbv/secure/safe/and/visa/save/dk/multa/treaba/,1,253950,0,1,4018,137,0,0,0,17,2,1,0.97
www.paypal.ca.9396.secure8k.mx/images/cgi.bin/ca/web.scr/?cmnd=_lg&nav=09064da971c1444c2525ff81956e0f60,1,10000000,0,0,0,103,0,0,0,30,5,1,1.0
www.mezzoblue.com/archives/2004/05/19/what_is_rssx/,0,130357,0,1,6574,51,0,0,0,17,2,0,0.013333333333333334
tools.ietf.org/html/rfc614,0,14969,0,1,9133,26,0,0,0,14,2,0,0.0
ee.cleversoul.com/hotsheet.html,0,10000000,0,1,8400,31,0,0,0,17,2,0,0.0
paypal-kundenhilfe.de/login/21372/index.php,1,10000000,0,0,0,43,0,0,1,21,1,1,0.9966666666666667
funapp.cs.bilkent.edu.tr/DataSets/,0,55144,0,0,0,34,0,0,0,24,4,0,0.009682539682539681
www.angelfire.com/ny2/angelchild/,0,2547,0,1,8035,33,0,0,0,17,2,0,0.0
rapetra.ru/components/com_hotornot2/phpthumb/properties/index.htm,1,10000000,0,1,6940,65,0,0,0,10,1,1,0.9566666666666667
serje.net/sen/#hiew,0,10000000,0,1,8095,19,0,0,0,9,1,0,0.023888888888888887
www.dmoz.org/guidelines/adult/,0,996,0,1,8036,30,0,0,0,12,2,0,0.0
www.emc.ncep.noaa.gov/mmb/RSM/,0,1375,0,0,0,30,0,0,0,21,4,0,0.03333333333333333
www.artatoo.com/scripts/email_antileech.shtml,0,10000000,0,1,6940,45,0,0,0,15,2,0,0.056666666666666664
member.paypal.com.fr.cgi.bin.webscr.cmd.login.submitdispatch.5885d80a13c0db.1inchpunch.com/new1/89b3fe728ed7fec2b4b79008c91a8dfe/915c379e270cb61611a708e50b734483/,1,10000000,0,1,1827,162,0,0,0,90,12,1,1.0
weblogs.foxite.com/andykramek/,0,314702,0,1,6939,30,0,0,0,18,2,0,0.056666666666666664
komen-it.org/komen/plugin/date/us/cgi-bin/webscr/cmd=_login-run/SESSION=tCq-i8apWeVdgLT-mS8AxmuT2OvaMNdj4eZGnuvJPfIZh2fkMOzHIHqHRvK/online/Paypal/,1,10000000,0,1,4383,146,0,0,1,12,1,1,1.0
www.recomtech.cn/dt/,1,10000000,0,1,6209,20,0,0,0,16,2,0,0.185
search.cpan.org/dist/XML-Bare/,0,12749,0,1,8034,30,0,0,0,15,2,0,0.0
www.wastleventuresinc.com/,1,10000000,0,0,0,26,0,0,0,25,2,1,1.0
huarui-tec.com/js?us.battle.net/login/en/?ref=wuktbwzus.battle.net/d3/en/index,1,10000000,0,1,730,78,0,0,1,14,1,1,1.0
www.acharefacil.com.br/media_admin/img/nyro/_notes/redir/,1,10000000,0,1,4017,57,0,0,0,22,3,1,1.0
krotzon.biz/pCntrlde/webscr_prim.php?sdr01=aGVyYmVydGtyYXRzY2htYXJAdC1vbmxpbmUuZGU=,1,10000000,0,0,0,83,0,0,0,11,1,1,0.9993333333333334
ampedessays.com/SignInISAPIdllehayISAPIdllSignInru-AnswerQuestion=100502782223-dllslleayCanadaReplyQuestionNow=SignIn.html,1,10000000,0,0,0,122,0,0,0,15,1,1,1.0
www3.sympatico.ca/craig.kadoke/true/,0,16422,0,0,0,36,0,0,0,17,2,0,0.0
dev.opera.com/articles/view/introduction-to-wai-aria/,0,1149,0,1,7671,53,0,0,0,13,2,0,0.0033333333333333335
www.davidjayvoiceover.com/demo.htm,0,10000000,0,0,0,34,0,0,0,25,2,1,0.7299537037037037
www.aptest.com/resources.html,0,578215,0,1,9497,29,0,0,0,14,2,0,0.0
promocaomembertamfidelidade.tk/,1,10000000,0,0,0,31,0,0,0,30,1,1,1.0
tools.ietf.org/html/rfc3090,0,14969,0,1,9133,27,0,0,0,14,2,0,0.0
www.lafstern.org/matt/errata.html,0,10000000,0,1,6575,33,0,0,0,16,2,0,0.006666666666666667
www.babinet.cz/avatars/19889/hires/dir/e9e21b378dc697e1f4984ba69bb3e598/,1,236871,0,0,0,72,0,0,0,14,2,1,1.0
www.bjcurio.com/js/index.htm?us.battle.net/login/en/?ref=zbbxhjcus.battle.net/d3/en/index&amp;app=com-d3,1,10000000,0,1,5113,104,0,0,0,15,2,1,1.0
www.faqs.org/faqs/amiga/AMosaic-faq,0,13429,0,1,8767,35,0,0,0,12,2,0,0.0
www.gkjx168.com/images/?us.battle.net/login/en/?ref=http\%3A\%2F\%2Fuqpzemuus.battle.net\%2Fd3\%2Fen\%2Findex&amp;amp;app=com-d3,1,10000000,0,1,3288,128,0,0,0,15,2,1,1.0
office.coxstrading.com/,1,10000000,0,0,0,23,0,0,0,22,2,1,1.0
ieltsspeakingblog.com/wp-content/plugins/zngxopypwjq/3724740750/de-34136426436/paypal.com/de/.9d4f47e6389393e534a5e8a8f2/cgi-bin/,1,10000000,0,1,2922,129,0,0,0,21,1,1,1.0
msdn.microsoft.com/en-us/magazine/cc302338.aspx,0,29,0,1,10959,47,0,0,0,18,2,0,0.0
tantetoos.nl/ideal/https/optuszoo.com.au/members/myaccount/LANGUAGE/ECareServ/infos-Optus-AU/,1,10000000,0,0,0,93,0,0,0,12,1,1,1.0
www.ticketyahoo.com/page/vote.php?pid=91,1,10000000,0,0,0,40,0,0,0,19,2,1,0.9418166537000553
remax.net.rangolida.com/remax/index.htm,1,10000000,0,0,0,39,0,0,0,23,3,1,0.5024920634920637
www.co.jackson.or.us/SectionIndex.asp?SectionID=5,0,10000000,0,0,0,49,0,0,0,20,4,0,0.24072222222222223
www.cs.kent.ac.uk/people/staff/cr3/FP/,0,21461,0,0,0,38,0,0,0,17,4,0,0.0
ourocard.servehttp.com/aproveite/,1,10000000,0,1,7305,33,0,0,0,22,2,0,0.0
www.angelfire.com/hi/TyraBanks3/,0,2547,0,1,8035,32,0,0,0,17,2,0,0.0
www.paypal.ca.9483.secure9a.mx/images/cgi.bin/ca/web.scr/?cmnd=_lg&nav=f4c09de695c80fee8587f7e0bc5724e0,1,10000000,0,0,0,103,0,0,0,30,5,1,1.0
tournois-css.ift.cx/,1,877369,0,0,0,20,0,0,1,19,2,1,0.8566666666666667
membres.multimania.fr/coccynelle/index.html,0,10000000,0,0,0,43,0,0,0,21,2,1,0.8993816961905194
pruckt.5gbfree.com/,1,47798,0,1,5844,19,0,0,0,18,2,1,0.9933333333333333
www.websitetoolbox.com/mb/blackjackguy,0,14109,0,1,6575,38,0,0,0,22,2,0,0.2633333333333333
www.rerte.com.cn/js/index.htm?app=com-d3,1,10000000,0,1,4749,40,0,0,0,16,3,1,0.9065952380952382
www.koko-art.com.pl/9030742486/241250503/,1,10000000,0,0,0,41,0,0,1,19,3,1,0.8233809523809524
