domain,true,ranking,isIp,valid,activeDuration,urlLen,is@,isredirect,haveDash,domainLen,nosOfSubdomain,pred,score_phish
web.inter.nl.net/hcc/Damburgh_Clun_forest/english.htm,0,10000000,0,1,9863,53,0,0,0,16,3,0,0.07102526309638406
www.actualtools.com/titlebuttons/index.shtml,0,105647,0,1,8175,44,0,0,0,19,2,0,0.14727386594962424
yarbitjichihaja.anvilbrooks.com/d41d8cd98f00b204e9800998ecf8427e/webscr/update.php?cmd=_login-done&login_access=1193476743,1,10000000,0,0,0,122,0,0,0,31,2,1,0.9987501053160538
www.noh.ro/blog/index.rdf,0,10000000,0,0,0,25,0,0,0,10,2,1,0.5894196353575516
home.comcast.net/~Boots9360/redirect2uk.html,1,183,0,1,8400,44,0,0,0,16,2,0,0.09675952594240464
www.cable-modems.org/phpHoo/,0,10000000,0,1,731,28,0,0,1,20,2,1,0.8640417185611893
www.telusplanet.net/public/polartv/,0,283756,0,1,8765,35,0,0,0,19,2,0,0.09106877571819427
platteriverdecoyco.com/demo.html,1,10000000,0,1,4383,32,0,0,0,22,1,1,0.8883611796229292
www.networkworld.com/newsletters/sec/0913sec1.html,0,9621,0,1,9131,50,0,0,0,20,2,0,0.14440772817171477
www.seas.upenn.edu/~cit596/notes/dave/reggram1.html,0,3817,0,0,0,51,0,0,0,18,3,0,0.4717927347030428
"services-runescape-com-ssn-forum.totalh.net/sl=0-forums.ws.14,15,437,63859515.html",1,193853,0,1,2922,82,0,0,1,43,2,1,0.9919163360109821
www042.paypal.ca.60755.securessl-180.mx/js/web.apps/ca/m.pp/?cmnd=_lg&pageName=system_email_PP042,1,10000000,0,0,0,97,0,0,1,39,5,1,0.9501111068191066
paypal.clp-it.co.uk/toate/icGeX/,1,10000000,0,0,0,32,0,0,1,19,3,1,0.6339472925263558
rgnc.ru/wp-content/plugins/wp_comm/8557281529/login2491284/,1,10000000,0,1,1827,59,0,0,0,7,1,1,0.8978787213911982
www.wyae.de/software/,0,10000000,0,0,0,21,0,0,0,11,2,1,0.5834149697403725
mathias-kettner.de/prometheus.html,0,699572,0,0,0,34,0,0,1,18,1,1,0.8801261902336361
chami.com/tips/html/,0,81572,0,1,8401,20,0,0,0,9,1,0,0.06164432282118176
www.wtv-zone.com/Angelaruth49/Circle.html,0,346311,0,1,7304,41,0,0,1,16,2,0,0.14077079243916726
audit-internet.com/templates/beez/3409555044/745353769679/,1,10000000,0,1,1461,58,0,0,1,18,1,1,0.9769287306573943
www.erhanesirgemez.com/wp-admin/images/last.php,1,10000000,0,0,0,47,0,0,0,22,2,1,0.9376414678123547
kindomain2.com/653a36eb5b2790533681b6c501aefccd/,1,10000000,0,0,0,48,0,0,0,14,1,1,0.953948790666715
horizonsgallery.com/js/bin/ssl1/_id/www.paypal.com/fr/cgi-bin/webscr/cmd=_registration-run/login.php?cmd=_login-run&amp;dispatch=1471c4bdb044ae2be9e2fc3ec514b88b1471c4bdb044ae2be9e2fc3ec514b88b,1,10000000,0,1,1461,193,0,0,0,19,1,1,0.9998630975708874
bjcurio.com/js/index.htm?us.battle.net/login/en/?ref=plvudvjus.battle.net/d3/en/index&amp;app=com-d3,1,10000000,0,1,5113,100,0,0,0,11,1,1,0.9514303585272592
www.xml.com/pub/a/2001/02/07/openoffice.html,0,91578,0,1,11321,44,0,0,0,11,2,0,0.01851730901109585
karumats.com/cqmh7u86xn9jzvb15564/hac6bkl278qn94umcNdxDE72470/sdr01/aW5mb0BmcmllZHJpY2gtYmVlcmhhbHRlci5kZQ=Message-ID:,1,10000000,0,0,0,118,0,0,0,12,1,1,0.9956097803670043
tools.ietf.org/html/rfc2472,0,14969,0,1,9133,27,0,0,0,14,2,0,0.032066887077094354
www.nic.uoregon.edu/iwomp2005/,0,12968,0,0,0,30,0,0,0,19,3,0,0.3144852182498682
freebbs.ibplan.net/zboard/data/redirect.htm,1,10000000,0,0,0,43,0,0,0,18,2,1,0.8863008460360912
41842paypal31319.techniicall.com/67239674842363422892?cmd=n5y52616461656y5h5g6g4k434s4u446u5h636x5o596c4z5u5j4b676,1,10000000,0,0,0,114,0,0,0,32,2,1,0.9985099977467328
"www.runescape-services-174294.tk/m=forum/forums.ws?98,99,69,6084532",1,10000000,0,0,0,67,0,0,1,32,2,1,0.9919184151230266
www.kst365.com/js/?secure.runescape.com/m=weblogin/loginform.ws?mod=www&bjurezwssl=0&dest,1,10000000,0,1,6940,89,0,0,0,14,2,1,0.7204890418210866
www.webthing.com/tutorials/cgifaq.html,0,675424,0,1,9132,38,0,0,0,16,2,0,0.06533511678865901
www.babinet.cz/avatars/19889/hires/dir/14c9637f7f20cdda4397c477fc1c3a43/,1,236871,0,1,7304,72,0,0,0,14,2,0,0.27249230513351774
barni.adv.br/services/paypal/index1.php,1,10000000,0,1,4018,39,0,0,0,12,2,0,0.47988977877385436
tools.ietf.org/html/rfc466,0,14969,0,1,9133,26,0,0,0,14,2,0,0.030914153110807027
capsoftnm.com/login/5eed3c0a4b484001987e87ba19baa86f/information.htm?cmd=_login-run&dispatch=5885d80a13c0db1f998ca054efbdf2c29878a435fe324eec2511727fbf3e9efcd8,1,10000000,0,0,0,159,0,0,0,13,1,1,0.9991757563055523
www.serts.com/index.htm,0,10000000,0,1,7305,23,0,0,0,13,2,0,0.140191571707155
bellsouthpwp.net/g/y/gypsyfairy32425/,0,367199,0,1,1827,37,0,0,0,16,1,1,0.7938389566042876
todosepuede.nixiweb.com/,1,33789,0,1,3288,24,0,0,0,23,2,0,0.46278248305649133
tools.ietf.org/html/rfc2533,0,14969,0,1,9133,27,0,0,0,14,2,0,0.032066887077094354
www.stanjohansenminiatures.com/Road.htm,0,10000000,0,1,6939,39,0,0,0,30,2,1,0.7465571599631684
sportmed-mag.ru/suspension.www.paypal.com/us/cgi-bin/webscr.htm?cmd=_login-run,1,10000000,0,0,0,78,0,0,1,15,1,1,0.9875125818256821
www.bjzjg.com/js/?app=com-d3&us.battle.net/login/en/?ref=yxcswmius.battle.net/d3/en/index,1,10000000,0,1,366,89,0,0,0,13,2,1,0.9654490959981784
markn.users.netlink.co.uk/Arcade/arcasys.html,0,10000000,0,0,0,45,0,0,0,25,4,1,0.6049057934314831
us.battle.net.account.bettlenet.tk/login.asp?ref=us.battle.net/account/management/index.xml&app=bam,1,10000000,0,0,0,99,0,0,0,34,5,1,0.9097842905901278
www.databasejournal.com/features/mysql/article.php/1430061,0,49509,0,1,6575,58,0,0,0,23,2,0,0.47079498557451455
spirit.lboro.ac.uk/emulator.html,0,61210,0,0,0,32,0,0,0,18,3,0,0.3048293554563337
www.amtrickey.net/newstap/,0,10000000,0,1,6939,26,0,0,0,17,2,0,0.2583029511076725
secured.paypal.com.cgi.bin.dspatch.autologin.xei.asia/nz/cy-cgi-bin/webcsr-cmd=_login/submit&dispatch/paypal-newest/paypal-confirm/paypal-update/paypal-online/5885d80a13c0db1f8e263663d3faee8da6a0e/97b3b19ed5e24bbeec91a02a0934648b/,1,10000000,0,0,0,230,0,0,0,53,8,1,0.9969294885604711
tools.ietf.org/html/rfc797,0,14969,0,1,9133,26,0,0,0,14,2,0,0.030914153110807027
tools.ietf.org/html/rfc1092,0,14969,0,1,9133,27,0,0,0,14,2,0,0.032066887077094354
www.mit.edu/hacker/hacker.html,0,1303,0,0,0,30,0,0,0,11,2,0,0.378007252285628
ftp.cs.indiana.edu/pub/scheme-repository/imp/Scheme-to-C/,0,9603,0,0,0,57,0,0,0,18,3,1,0.5286015573979546
www.r7habbomoedas-oficial.blogspot.com/,1,11,0,1,7305,39,0,0,1,38,3,0,0.39222069599780535
webpages.charter.net/smith4d/,0,2014,0,1,9130,29,0,0,0,20,2,0,0.07086572254215243
www.bjcurio.com/js/index.htm?us.battle.net/login/en/?ref=kmtejfhus.battle.net/d3/en/index&amp;app=com-d3,1,10000000,0,1,5113,104,0,0,0,15,2,1,0.9119606345223825
www.computer.org/multimedia/,0,54459,0,0,0,28,0,0,0,16,2,1,0.5162042461004028
www.1up.com/do/gameOverview?cId=3160905,0,11106,0,1,9496,39,0,0,0,11,2,0,0.03011665712266535
app.qmailer.co.uk/link/8556/3620363/179552,1,836190,0,0,0,42,0,0,0,17,3,0,0.3818336627525474
www.jinxiuyuanlin.com/js/?app=com-d3&amp;amp;us.battle.net/login/en/?ref=us.battle.net/d3/en/index,1,10000000,0,1,731,98,0,0,0,21,2,1,0.9894659175567363
mumble.net/~jar/pseudoscheme/,0,10000000,0,1,8035,29,0,0,0,10,1,0,0.27872599695317546
paypal.us.cgi.bin.webscr.cmd.login.webapps.mpp.home.billing.active.home.45353445342342.mygreenhostingsupport.com/26927b467bb9d3dcaa1e8a7087817075/,1,10000000,0,0,0,146,0,0,0,112,15,1,0.7327921356984488
www.chiark.greenend.org.uk/~theom/riscos/docs/CodeStds/ALF-1989.txt,0,14194,0,0,0,67,0,0,0,26,4,1,0.5524272091232658
www.tekumut.org/includes/logis/Instalcao/,1,10000000,0,0,0,41,0,0,0,15,2,1,0.8318192042979226
www.babinet.cz/avatars/19889/hires/dir/8d828d55bf2fcd61f0c7448560a3acd7/,1,236871,0,1,7304,72,0,0,0,14,2,0,0.27249230513351774
bocateequilts.com/,1,10000000,0,0,0,18,0,0,0,17,1,1,0.9068849148527877
autoconnectgp.ca/components/woncbomi.php,1,10000000,0,0,0,40,0,0,0,16,1,1,0.9517239206817634
tools.ietf.org/html/rfc2326,0,14969,0,1,9133,27,0,0,0,14,2,0,0.032066887077094354
www.seafield-technologies.com/spam-proof/,0,10000000,0,1,731,41,0,0,1,29,2,1,0.9700740997866203
omarsgoodfood.com/ehy/index1.html?_ipg=50&_sop=12&_rdc=1shva=1#inbox?_ipg=50&_sop=12&_rdc=1shva=1#inbox,1,10000000,0,0,0,103,0,0,0,17,1,1,0.9958857807121072
en.hhok.asia/login/en/index.htm,1,10000000,0,0,0,31,0,0,0,12,2,1,0.6987284616739285
www.edudt.net/_/p_r/index.htm,1,10000000,0,1,5479,29,0,0,0,13,2,0,0.29115120600839933
www-306.ibm.com/software/tivoli/,0,576,0,1,12419,32,0,0,1,15,2,0,0.013804029683655803
www.devarticles.com/c/a/ADO.NET/A-Practical-Comparison-of-ADO-and-ADO.NET/,0,29084,0,1,7305,74,0,0,0,19,2,0,0.4258003849080711
www.angelfire.com/ma2/triplec/,0,2547,0,1,8035,30,0,0,0,17,2,0,0.07607595257425213
www.webdeveloper.com/forum/forumdisplay.php?forumid=3,0,4196,0,1,9133,53,0,0,0,20,2,0,0.1588039781291697
crystallee.com.au/new/wp-content/uploads/asb_logon.html,1,10000000,0,0,0,55,0,0,0,17,2,1,0.9153405510580875
habboptnoticias.rel7.com/,1,10000000,0,1,731,25,0,0,0,24,2,1,0.8968283771700596
homespropertiess.com/update.html,1,10000000,0,0,0,32,0,0,0,20,1,1,0.9602546202023639
www.sxlfjzzs.com/js/?us.battle.net/login/en/?ref=rceuiwjus.battle.net/d3/en/index&amp;app=com-d3,1,10000000,0,1,1095,96,0,0,0,16,2,1,0.9757734034171074
tech.groups.yahoo.com/group/ServerSide-India/,0,4,0,1,10228,45,0,0,0,21,3,0,0.027766705389535747
www.squarefree.com/burningedge/,0,23342,0,1,7305,31,0,0,0,18,2,0,0.11389838634015761
restadelray.com/wp-content/plugins/zakoocdabrn/ebay/ee2481a9e6dc519284577d66f99fefc9/,1,10000000,0,0,0,85,0,0,0,15,1,1,0.9896041608184423
www.pongpanradio.com/house.php,1,10000000,0,1,5114,30,0,0,0,20,2,1,0.5430023726901568
www.paypal.co.uk.3236.secure4f.mx/images/cgi.bin/uk/web.scr/?cmnd=_lg&nav=d4eed8fe0429f7d699ae53a2a3f61637,1,10000000,0,0,0,106,0,0,0,33,6,1,0.7604304688918466
bellsouthpwp.net/s/a/sandiem/,0,367199,0,1,1827,29,0,0,0,16,1,1,0.7399719171286451
www.tatiestetica.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run,1,10000000,0,0,0,91,0,0,0,23,3,1,0.9610590402371698
www.drukarnie24.pl/templates/beez/html/com_weblinks/categories/cct/,1,10000000,0,0,0,67,0,0,0,18,2,1,0.9507668481880865
starterwebsites.ca/photodemo/components/com_user/www.paypal.com/ca/cgi-bin/webscr-cmd/login/9cc2591991e0dbd5a36309c62eadca51/,1,10000000,0,0,0,125,0,0,0,18,1,1,0.9984175956059476
bjcurio.com/js/index.htm?app,1,10000000,0,1,5113,28,0,0,0,11,1,1,0.5630044013959129
www.angelfire.com/electronic/webdesigner/,0,2547,0,1,8035,41,0,0,0,17,2,0,0.11094770271924974
www.tecdiary.org/i/paypol-renew.com.login.54s5d48960qq14a2a1s0d5d8a12s0d5a8g6h0/,1,10000000,0,1,3653,80,0,0,0,16,2,1,0.8922975944772586
echoecho.com/html.htm,0,12449,0,1,8035,21,0,0,0,12,1,0,0.10210780850564383
dt.daqing.net/js/?hxxp:/us.battle.net/login/en/?ref=hxxp:/jyzmcdeus.battle.net/d3/en/index&amp;app=com-d3,1,190517,0,1,9496,105,0,0,0,13,2,0,0.33107500409163887
signin.ebay.co.uk.ebayisapi.dllsignin.usingss.puseridco.partnerid.profile.cx/www.minervastudi.it/upload_area/files/ebycoukrespondnowdll.html,1,10000000,0,0,0,140,0,0,0,76,10,1,0.9370706064824729
www.tessiestiques.com/~belldesi/wwwfull/,1,10000000,0,0,0,40,0,0,0,21,2,1,0.910473097518246
www.icl.co.jp/audio/,0,10000000,0,1,8428,20,0,0,0,13,3,0,0.0253341382294838
www.arangnarang.com/bbs/data/redirect.htm?signin.ebay.co.uk/ws/eBayISAPI.dll?SignIn&ru=www.ebay.co.uk/,1,10000000,0,0,0,102,0,0,0,19,2,1,0.987992515599677
home.btconnect.com/THE_ICT_WORKSHOP/,0,178033,0,1,8400,36,0,0,0,18,2,0,0.09428721156682739
www.e-wings.com.cn/images/index.htm?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3,1,10000000,0,1,4383,104,0,0,1,18,3,1,0.8558044837336187
cirter.com/INSTALI.php,1,10000000,0,1,7305,22,0,0,0,10,1,0,0.28156681257708344
tools.ietf.org/html/rfc1202,0,14969,0,1,9133,27,0,0,0,14,2,0,0.032066887077094354
tools.ietf.org/html/rfc3,0,14969,0,1,9133,24,0,0,0,14,2,0,0.028727863441597383
pastehtml.com/view/bnsaxmlq6.html,1,44061,0,1,4017,33,0,0,0,13,1,0,0.4859191459001908
etm-stroyservice.ru/images/ru.php,1,10000000,0,1,5114,33,0,0,1,19,1,1,0.822398723301915
vutests.com/paypal.com/us/cgi-bin/webscr_cmd=_home&amp;amp;amp;country_lang.x=true/webscr.php,1,10000000,0,1,365,93,0,0,0,11,1,1,0.9892599785935177
abre.ai/processando,1,10000000,0,0,0,19,0,0,0,7,1,1,0.7406910244783734
george.ph.utexas.edu/~dsteck/computer.html,0,2852,0,0,0,42,0,0,0,20,3,0,0.4500720471606108
paypal.com.cgi-bin.webscr.cmd.login.submit.dispatchcgi-bin.webscr.cmd.login.submit.dispatch.40bin.webscr.cmd.login.submit.dispatchcgi-bin.webscr.cmd.logi75505058275505827850582750582750582727852.clubcasafeliz.com.ar/Thanks.html?cmd=_account,1,10000000,0,0,0,240,0,0,1,215,24,1,0.9975704080223676
home.btconnect.com/cellars/,0,178033,0,1,8400,27,0,0,0,18,2,0,0.06897274559021443
www.softpanorama.org/Lang/java.shtml,0,125401,0,1,11688,36,0,0,0,20,2,0,0.03658250655694353
www.computerhope.com/rdebug.htm,0,3503,0,1,9701,31,0,0,0,20,2,0,0.06205453385947548
www.netronic.com/gantt/gantt-charts.html,0,10000000,0,1,8400,40,0,0,0,16,2,0,0.22973555550570213
chineasy.eu/img/ybs.co.uk/login1.do.html,1,10000000,0,0,0,40,0,0,0,11,1,1,0.9128651091034983
hgodkskhdhhdjdfbhjfhf776.3owl.com/siasia1.html,1,6394,0,1,5114,46,0,0,0,33,2,1,0.7767024119477908
www.cs.kuleuven.be/~nines/software/CUBPACK/,0,16000,0,0,0,43,0,0,0,18,3,0,0.3979731134715468
www.xmjlsx.com/images/?secure.runescape.com/m=weblogin/loginform.ws?mod=www&amp;ihlgitjamp;ssl=0&amp;dest,1,10000000,0,1,3653,105,0,0,0,14,2,1,0.9430285218706689
www.sd-eh.com/s/index.htm?secure.runescape.com/m=weblogin/loginform.ws?mod=www&amp;ysgtiwuamp;ssl=0&amp;dest,1,10000000,0,1,8766,108,0,0,1,13,2,1,0.7151881080742188
0012091312642.web44.net/cieloquedapremios.com/,1,10000000,0,1,4383,46,0,0,0,23,2,1,0.8077770432622577
www.pagat.com/domino/kingscorners.html,0,96417,0,1,9130,38,0,0,0,13,2,0,0.042808645067596414
www.theultimatecyborg.com/wp-content/themes/twentyeleven/languages/Login.htm,1,10000000,0,0,0,76,0,0,0,25,2,1,0.9850206997258667
www.nwoods.com/go/dotnet.htm,0,293054,0,1,9131,28,0,0,0,14,2,0,0.03435344535889178
sourceforge.net/projects/seppia/,0,168,0,1,7670,32,0,0,0,15,1,0,0.22426283485500226
www.pinballrebel.com/game/pins/pins.htm,0,10000000,0,1,6574,39,0,0,0,20,2,0,0.48881720730813066
paypal.com.cgi-bin.webscr.cmd.login.submit.dispatchcgi-bin.webscr.cmd.login.submit.dispatch.40bin.webscr.cmd.login.submit.dispatchcgi-bin.webscr.cmd.logi755050582755.agminmuebles.com/,1,10000000,0,0,0,183,0,0,1,182,23,1,0.7280091235686014
www.angelfire.com/ab7/scapegoatrecords/index.html,0,2547,0,1,8035,49,0,0,0,17,2,0,0.14446413628311558
www.china-on-site.com/flexphplink/,0,595118,0,1,7670,34,0,0,1,21,2,0,0.1748291582303303
www.matuschek.net/jobo/,0,10000000,0,1,8401,23,0,0,0,17,2,0,0.15105556643876866
home.messiah.edu/~deroos/CSC171/Proj11/Proj11a.htm,0,170675,0,0,0,50,0,0,0,16,2,1,0.7130202557340528
modniybuket.ru/templates/rhuk_milkyway/index1.php,1,10000000,0,0,0,49,0,0,0,14,1,1,0.9555811608578705
toujoursports.com/Paypal_Virefication/d66f7822bd69f75fdcf95fa29215814d/new1/534215eb715f32dae5044eaea10b093e/16eeb710af1a9afc10df094e42e2309f/,1,10000000,0,0,0,142,0,0,0,17,1,1,0.9990550048999618
tools.ietf.org/html/rfc2546,0,14969,0,1,9133,27,0,0,0,14,2,0,0.032066887077094354
www.foodnmg.com/js/?us.battle.net/login/en/?ref=liisdzyus.battle.net/d3/en/index&app=com-d3,1,10000000,0,1,4748,91,0,0,0,15,2,1,0.8792933959317313
informationconcernant.x11s.org/verifier/etap1.html?u=xwww.visaeurope.fr/espace-client/mes-donnees-personnelles?rpsnv=,1,182481,0,0,0,117,0,0,0,30,2,1,0.9945910220201568
esxcc.com/js/index.htm?us.battle.net/login/en/?ref=rvhvdpius.battle.net/d3/en/index&app=com-d3,1,10000000,0,1,4749,94,0,0,0,9,1,1,0.9330333477550661
www.koprudanismanlik.com.tr/wp-content/themes/kopru/images/ebyx7/,1,10000000,0,0,0,65,0,0,0,27,3,1,0.9387137105743253
sama-club.ro/images/stories/samaclub/confirmation/16bb9ed157c4d50f6210fdc8f205f8da/Processing1.php?cmd=_Processing&dispatch=e398a85fc7854ccd6793a39e909f5adae398a85fc7854ccd6793a39e909f5ada566b1dec09d264ab7407fd63434c4283566b1dec09d264ab7407fd63434c4283,1,10000000,0,0,0,252,0,0,1,12,1,1,0.9999742834799298
lifestyleandtrend.com/~yllifest/wp-admin/images/Remax/,1,10000000,0,1,1826,54,0,0,0,21,1,1,0.9771443940603712
allergybustersqueensland.com/components/com_jcomments/plugins/paypal.fr/,1,10000000,0,0,0,72,0,0,0,28,1,1,0.9966924672014975
